sample	chromosome	start	end	num.mark	log2
C3L-00881	15	85890000.5	88110000.5	111	-0.1311
C3L-00881	15	88130000.5	101850000.5	684	0.074
C3L-00881	16	30000.5	5090000.5	250	0.0648
C3L-00881	16	5110000.5	27210000.5	985	-0.0424
C3L-00881	16	27230000.5	47810000.5	337	0.0509
C3L-00881	16	47830000.5	47910000.5	5	-0.7546
C3L-00881	16	47930000.5	65190000.5	859	-0.0134
C3L-00881	16	65210000.5	66370000.5	59	-0.2312
C3L-00881	16	66390000.5	76750000.5	493	0.0888
C3L-00881	16	76770000.5	86170000.5	468	-0.043
C3L-00881	16	86190000.5	90090000.5	195	0.0936
C3L-00881	17	150000.5	32930000.5	1350	0.0711
C3L-00881	17	32950000.5	34910000.5	98	-0.0964
C3L-00881	17	34930000.5	51330000.5	751	0.1545
C3L-00881	17	51350000.5	58230000.5	343	-9e-04
C3L-00881	17	58250000.5	62590000.5	210	0.2487
C3L-00881	17	62610000.5	83210000.5	1017	0.1137
C3L-00881	18	70000.5	6810000.5	335	-0.0341
C3L-00881	18	6830000.5	24450000.5	566	0.075
C3L-00881	18	24470000.5	33610000.5	456	-0.0597
C3L-00881	18	33630000.5	56450000.5	1132	-0.1349
C3L-00881	18	56470000.5	80250000.5	1185	-0.036
C3L-00881	19	270000.5	11990000.5	577	0.0226
C3L-00881	19	12010000.5	12570000.5	29	0.2616
C3L-00881	19	12590000.5	21970000.5	461	0.0104
C3L-00881	19	21990000.5	23930000.5	59	0.1917
C3L-00881	19	23950000.5	32170000.5	230	0.0189
C3L-00881	19	32190000.5	36330000.5	205	0.1609
C3L-00881	19	36350000.5	37830000.5	73	0.3139
C3L-00881	19	37850000.5	51610000.5	674	0.133
C3L-00881	19	51630000.5	58590000.5	345	0.2189
C3L-00881	20	70000.5	30870000.5	1380	-0.0968
C3L-00881	20	30890000.5	38150000.5	354	0.0697
C3L-00881	20	38170000.5	61590000.5	1168	-0.0263
C3L-00881	20	61610000.5	64270000.5	132	0.141
C3L-00881	21	5230000.5	46670000.5	1650	0.0458
C3L-00881	22	10690000.5	12090000.5	20	-0.0729
C3L-00881	22	12110000.5	16070000.5	14	-0.4583
C3L-00881	22	16090000.5	25950000.5	413	0.072
C3L-00881	22	25970000.5	27730000.5	88	-0.1108
C3L-00881	22	27750000.5	29870000.5	107	0.0456
C3L-00881	22	29890000.5	30170000.5	15	0.4035
C3L-00881	22	30190000.5	32570000.5	120	0.0666
C3L-00881	22	32590000.5	36290000.5	186	-0.0859
C3L-00881	22	36310000.5	50750000.5	720	0.0473
C3L-00881	23	250000.5	14790000.5	710	-0.0177
C3L-00881	23	14810000.5	54570000.5	1929	0.063
C3L-00881	23	54590000.5	67990000.5	427	-0.1875
C3L-00881	23	68010000.5	156010000.5	4136	-0.0363
C3L-00881	24	2790000.5	56870000.5	612	-0.3527
C3L-00928	1	830000.5	3870000.5	143	-0.0934
C3L-00928	1	3890000.5	5970000.5	103	-0.2649
C3L-00928	1	5990000.5	18830000.5	605	-0.09
C3L-00928	1	18850000.5	19170000.5	17	0.2188
C3L-00928	1	19190000.5	29190000.5	498	-0.0199
C3L-00928	1	29210000.5	38910000.5	481	-0.1051
C3L-00928	1	38930000.5	40370000.5	73	0.5332
C3L-00928	1	40390000.5	43990000.5	178	0.2898
C3L-00928	1	44010000.5	46590000.5	129	-0.0059
C3L-00928	1	46610000.5	49130000.5	126	-0.1839
C3L-00928	1	49150000.5	53110000.5	199	0.1175
C3L-00928	1	53130000.5	54870000.5	88	-0.0623
C3L-00928	1	54890000.5	61010000.5	306	-0.2953
C3L-00928	1	61030000.5	62430000.5	71	-0.0226
C3L-00928	1	62450000.5	62550000.5	6	0.6215
C3L-00928	1	62570000.5	63690000.5	57	0.0365
C3L-00928	1	63710000.5	64190000.5	25	-0.3479
C3L-00928	1	64210000.5	65650000.5	72	0.0014
C3L-00928	1	65670000.5	66590000.5	47	-0.2831
C3L-00928	1	66610000.5	67670000.5	54	0.0337
C3L-00928	1	67690000.5	76310000.5	430	-0.1847
C3L-00928	1	76330000.5	77150000.5	42	0.0344
C3L-00928	1	77170000.5	87870000.5	523	0.2553
C3L-00928	1	87890000.5	90850000.5	149	-0.0846
C3L-00928	1	90870000.5	94550000.5	183	0.1677
C3L-00928	1	94570000.5	99690000.5	257	-0.0535
C3L-00928	1	99710000.5	100490000.5	39	0.2686
C3L-00928	1	100510000.5	102870000.5	118	-0.0793
C3L-00928	1	102890000.5	103070000.5	10	0.8387
C3L-00928	1	103090000.5	153570000.5	1122	0.0022
C3L-00928	1	153590000.5	157050000.5	174	0.1613
C3L-00928	1	157070000.5	178050000.5	1041	-0.0355
C3L-00928	1	178070000.5	180870000.5	141	0.195
C3L-00928	1	180890000.5	185910000.5	251	0.0215
C3L-00928	1	185930000.5	186470000.5	28	0.4272
C3L-00928	1	186490000.5	220850000.5	1699	0.0471
C3L-00928	1	220870000.5	222450000.5	79	-0.1986
C3L-00928	1	222470000.5	231850000.5	451	0.0824
C3L-00928	1	231870000.5	234290000.5	121	-0.108
C3L-00928	1	234310000.5	247710000.5	657	0.088
C3L-00928	1	247730000.5	248930000.5	57	-0.1632
C3L-00928	2	30000.5	23590000.5	1175	-0.0547
C3L-00928	2	23610000.5	49150000.5	1271	0.0708
C3L-00928	2	49170000.5	49670000.5	26	-0.4086
C3L-00928	2	49690000.5	51750000.5	103	0.0937
C3L-00928	2	51770000.5	53670000.5	96	-0.0803
C3L-00928	2	53690000.5	55750000.5	103	0.2375
C3L-00928	2	55770000.5	60530000.5	238	-0.1179
C3L-00928	2	60550000.5	65370000.5	239	0.1515
C3L-00928	2	65390000.5	134830000.5	2958	-0.0048
C3L-00928	2	134850000.5	135910000.5	54	0.294
C3L-00928	2	135930000.5	158430000.5	1119	-0.0127
C3L-00928	2	158450000.5	159150000.5	35	0.1003
C3L-00928	2	159170000.5	159810000.5	33	0.4799
C3L-00928	2	159830000.5	178430000.5	924	0.082
C3L-00928	2	178450000.5	178750000.5	16	0.6819
C3L-00928	2	178770000.5	188970000.5	510	0.0237
C3L-00928	2	188990000.5	189110000.5	7	0.9172
C3L-00928	2	189130000.5	202170000.5	649	0.0607
C3L-00928	2	202190000.5	203570000.5	68	0.3175
C3L-00928	2	203590000.5	215590000.5	598	0.0505
C3L-00928	2	215610000.5	228770000.5	657	0.0049
C3L-00928	2	228790000.5	229130000.5	18	-0.4338
C3L-00928	2	229170000.5	240070000.5	541	0.0554
C3L-00928	2	240090000.5	242110000.5	101	-0.1331
C3L-00928	3	30000.5	9350000.5	464	-0.2202
C3L-00928	3	9370000.5	10410000.5	53	0.0901
C3L-00928	3	10430000.5	17330000.5	345	-0.0785
C3L-00928	3	17350000.5	17790000.5	23	0.2181
C3L-00928	3	17810000.5	32470000.5	729	-0.1838
C3L-00928	3	32490000.5	33930000.5	73	0.0884
C3L-00928	3	33950000.5	36830000.5	145	-0.2757
C3L-00928	3	36850000.5	39310000.5	124	-5e-04
C3L-00928	3	39330000.5	44210000.5	244	-0.187
C3L-00928	3	44230000.5	54730000.5	523	-0.01
C3L-00928	3	54750000.5	56090000.5	68	-0.2465
C3L-00928	3	56110000.5	58670000.5	128	0.0524
C3L-00928	3	58690000.5	90250000.5	1573	-0.1448
C3L-00928	3	90470000.5	91530000.5	24	-0.6534
C3L-00928	3	93710000.5	198130000.5	5182	0.1319
C3L-00928	4	50000.5	9830000.5	472	0.0195
C3L-00928	4	9850000.5	25070000.5	754	-0.1122
C3L-00928	4	25090000.5	48990000.5	1191	0.0443
C3L-00928	4	49010000.5	57110000.5	269	-0.1254
C3L-00928	4	57130000.5	58430000.5	65	-0.3965
C3L-00928	4	58450000.5	106470000.5	2384	-0.1123
C3L-00928	4	106490000.5	107450000.5	48	-0.4532
C3L-00928	4	107470000.5	127170000.5	972	-0.086
C3L-00928	4	127190000.5	127450000.5	14	-0.7531
C3L-00928	4	127470000.5	150090000.5	1124	-0.132
C3L-00928	4	150110000.5	151390000.5	65	0.2
C3L-00928	4	151410000.5	190010000.5	1923	-0.0794
C3L-00928	5	30000.5	18610000.5	921	-0.0399
C3L-00928	5	18630000.5	29730000.5	541	0.1031
C3L-00928	5	29750000.5	137850000.5	5063	-0.0087
C3L-00928	5	137870000.5	142470000.5	231	0.1447
C3L-00928	5	142490000.5	144710000.5	111	-0.0595
C3L-00928	5	144730000.5	145530000.5	41	-0.376
C3L-00928	5	145550000.5	152030000.5	323	0.0285
C3L-00928	5	152050000.5	153630000.5	80	-0.2563
C3L-00928	5	153650000.5	170870000.5	855	-0.02
C3L-00928	5	170890000.5	181290000.5	491	0.1588
C3L-00928	6	170000.5	31070000.5	1522	-0.1099
C3L-00928	6	31090000.5	39010000.5	388	0.1909
C3L-00928	6	39030000.5	50930000.5	593	0.0233
C3L-00928	6	50950000.5	52010000.5	52	-0.2853
C3L-00928	6	52030000.5	55850000.5	191	0.0395
C3L-00928	6	55870000.5	57510000.5	81	0.1987
C3L-00928	6	57650000.5	131550000.5	3555	-0.1349
C3L-00928	6	131570000.5	170590000.5	1937	0.0419
C3L-00928	7	50000.5	11670000.5	571	0.0114
C3L-00928	7	11690000.5	11810000.5	7	-0.8591
C3L-00928	7	11830000.5	57830000.5	2253	0.0338
C3L-00928	7	58010000.5	62250000.5	26	-0.5303
C3L-00928	7	62270000.5	89170000.5	1173	0.0725
C3L-00928	7	89190000.5	90210000.5	52	-0.208
C3L-00928	7	90230000.5	108570000.5	893	0.0523
C3L-00928	7	108590000.5	127570000.5	949	-0.0174
C3L-00928	7	127590000.5	152970000.5	1228	0.0766
C3L-00928	7	152990000.5	154770000.5	86	-0.1627
C3L-00928	7	154790000.5	157490000.5	136	0.0463
C3L-00928	7	157510000.5	159310000.5	89	-0.0954
C3L-00928	8	250000.5	125690000.5	5994	0.0333
C3L-00928	8	125710000.5	132530000.5	341	-0.0947
C3L-00928	8	132550000.5	133590000.5	52	0.1648
C3L-00928	8	133610000.5	139570000.5	295	-0.1095
C3L-00928	8	139590000.5	140630000.5	52	0.0786
C3L-00928	8	140650000.5	140990000.5	18	0.3618
C3L-00928	8	141010000.5	145070000.5	204	0.0443
C3L-00928	9	210000.5	12610000.5	616	-0.1763
C3L-00928	9	12630000.5	17510000.5	244	-0.058
C3L-00928	9	17530000.5	32910000.5	764	-0.2302
C3L-00928	9	32930000.5	34710000.5	87	0.1381
C3L-00928	9	34730000.5	90010000.5	1312	-0.0125
C3L-00928	9	90030000.5	100670000.5	522	0.0896
C3L-00928	9	100690000.5	101170000.5	25	-0.4126
C3L-00928	9	101190000.5	105830000.5	231	0.0012
C3L-00928	9	105850000.5	107170000.5	67	-0.1988
C3L-00928	9	107190000.5	115210000.5	398	0.0617
C3L-00928	9	115230000.5	120310000.5	253	-0.1504
C3L-00928	9	120330000.5	138170000.5	886	0.0737
C3L-00928	10	70000.5	39010000.5	1914	0.0457
C3L-00928	10	39030000.5	39570000.5	28	-0.9294
C3L-00928	10	41910000.5	67810000.5	1175	0.0188
C3L-00928	10	67830000.5	69290000.5	73	0.2464
C3L-00928	10	69310000.5	72350000.5	152	0.0634
C3L-00928	10	72370000.5	75010000.5	129	0.2366
C3L-00928	10	75030000.5	91730000.5	803	-0.0182
C3L-00928	10	91750000.5	94610000.5	144	0.1326
C3L-00928	10	94630000.5	95150000.5	27	-0.1756
C3L-00928	10	95170000.5	104450000.5	463	0.109
C3L-00928	10	104470000.5	109770000.5	264	-0.1546
C3L-00928	10	109790000.5	111210000.5	72	0.1323
C3L-00928	10	111230000.5	112050000.5	42	-0.2474
C3L-00928	10	112070000.5	113530000.5	74	0.0122
C3L-00928	10	113550000.5	114310000.5	39	0.2738
C3L-00928	10	114330000.5	133610000.5	959	0.0045
C3L-00928	11	210000.5	59770000.5	2698	-0.014
C3L-00928	11	59790000.5	77070000.5	844	0.0664
C3L-00928	11	77090000.5	77290000.5	11	0.4738
C3L-00928	11	77310000.5	78930000.5	81	0.0958
C3L-00928	11	78950000.5	97470000.5	900	-0.0818
C3L-00928	11	97490000.5	130950000.5	1669	0.0286
C3L-00928	11	130970000.5	133630000.5	134	-0.1836
C3L-00928	11	133650000.5	135050000.5	71	-0.005
C3L-00928	12	50000.5	27790000.5	1374	0.0511
C3L-00928	12	27810000.5	34390000.5	324	-0.1074
C3L-00928	12	37270000.5	37410000.5	8	-1.0515
C3L-00928	12	37430000.5	42630000.5	232	0.0615
C3L-00928	12	42650000.5	45710000.5	154	-0.0744
C3L-00928	12	45730000.5	45990000.5	14	0.4202
C3L-00928	12	46010000.5	47550000.5	78	-0.1422
C3L-00928	12	47570000.5	54630000.5	352	0.1188
C3L-00928	12	54650000.5	55650000.5	50	-0.1327
C3L-00928	12	55670000.5	57910000.5	111	0.1501
C3L-00928	12	57930000.5	62190000.5	212	-0.1281
C3L-00928	12	62210000.5	102270000.5	1992	0.0372
C3L-00928	12	102290000.5	103090000.5	41	-0.3137
C3L-00928	12	103110000.5	104330000.5	61	0.1401
C3L-00928	12	104350000.5	108470000.5	207	-0.0294
C3L-00928	12	108490000.5	113950000.5	272	0.124
C3L-00928	12	113970000.5	114310000.5	18	-0.3805
C3L-00928	12	114330000.5	114930000.5	31	0.0442
C3L-00928	12	114950000.5	115890000.5	48	-0.253
C3L-00928	12	115910000.5	116270000.5	19	0.3266
C3L-00928	12	116290000.5	117990000.5	86	-0.0016
C3L-00928	12	118010000.5	118430000.5	21	0.2801
C3L-00928	12	118450000.5	119390000.5	48	-0.1471
C3L-00928	12	119410000.5	125310000.5	295	0.1446
C3L-00928	12	125330000.5	130250000.5	243	-0.1267
C3L-00928	12	130270000.5	133250000.5	148	0.0302
C3L-00928	13	18210000.5	114350000.5	4739	0.0336
C3L-00928	14	16090000.5	24410000.5	235	0.0718
C3L-00928	14	24430000.5	30570000.5	308	-0.105
C3L-00928	14	30590000.5	31890000.5	66	0.233
C3L-00928	14	31910000.5	77910000.5	2291	0.035
C3L-00928	14	77930000.5	80510000.5	130	-0.167
C3L-00928	14	80530000.5	88150000.5	381	0.0657
C3L-00928	14	88170000.5	92510000.5	215	0.2316
C3L-00928	14	92530000.5	96270000.5	186	-0.1069
C3L-00928	14	96290000.5	96550000.5	14	0.3326
C3L-00928	14	96570000.5	96870000.5	16	-0.0576
C3L-00928	14	96890000.5	98570000.5	85	-0.2726
C3L-00928	14	98590000.5	106870000.5	411	-0.0835
C3L-00928	15	17030000.5	35630000.5	577	0.0694
C3L-00928	15	35650000.5	39530000.5	195	-0.0749
C3L-00928	15	39550000.5	45930000.5	314	0.167
C3L-00928	15	45950000.5	48110000.5	108	-0.1549
C3L-00928	15	48130000.5	52670000.5	227	0.0927
C3L-00928	15	52690000.5	55010000.5	116	-0.1228
C3L-00928	15	55030000.5	57750000.5	137	0.1247
C3L-00928	15	57770000.5	58590000.5	42	-0.1377
C3L-00928	15	58610000.5	60730000.5	104	0.1299
C3L-00928	15	60750000.5	61830000.5	55	-0.1524
C3L-00928	15	61850000.5	85910000.5	1169	0.0966
C3L-00928	15	85930000.5	87770000.5	93	-0.1812
C3L-00928	15	87790000.5	101850000.5	700	0.0267
C3L-00928	16	30000.5	2450000.5	122	-0.0273
C3L-00928	16	2470000.5	5290000.5	138	0.7461
C3L-00928	16	5310000.5	7910000.5	129	0.2711
C3L-00928	16	7930000.5	10250000.5	117	-0.0436
C3L-00928	16	10270000.5	10490000.5	12	0.8708
C3L-00928	16	10510000.5	10710000.5	11	0.5448
C3L-00928	16	10730000.5	11250000.5	27	0.8411
C3L-00928	16	11270000.5	12050000.5	40	0.3029
C3L-00928	16	12070000.5	13870000.5	89	-0.066
C3L-00928	16	13890000.5	18010000.5	154	0.1344
C3L-00928	16	18030000.5	18890000.5	10	0.6776
C3L-00928	16	18910000.5	21270000.5	118	0.0524
C3L-00928	16	21290000.5	23890000.5	103	0.3145
C3L-00928	16	23910000.5	24510000.5	30	0.8358
C3L-00928	16	24530000.5	24850000.5	17	1.1134
C3L-00928	16	24870000.5	25310000.5	23	1.509
C3L-00928	16	25330000.5	25610000.5	15	1.1378
C3L-00928	16	25630000.5	26010000.5	20	0.7403
C3L-00928	16	26030000.5	32610000.5	261	0.0211
C3L-00928	16	32630000.5	33770000.5	11	0.5346
C3L-00928	16	33790000.5	66350000.5	1047	-0.004
C3L-00928	16	66370000.5	72130000.5	265	0.1701
C3L-00928	16	72150000.5	72370000.5	12	-0.2787
C3L-00928	16	72390000.5	76610000.5	210	0.1286
C3L-00928	16	76630000.5	90090000.5	670	-0.0146
C3L-00928	17	150000.5	21850000.5	1019	-0.077
C3L-00928	17	21870000.5	21950000.5	5	-0.8178
C3L-00928	17	21970000.5	27710000.5	71	-0.0973
C3L-00928	17	27730000.5	33050000.5	261	0.1686
C3L-00928	17	33070000.5	34090000.5	52	-0.2208
C3L-00928	17	34110000.5	51350000.5	792	0.1115
C3L-00928	17	51370000.5	57650000.5	314	-0.0832
C3L-00928	17	57670000.5	65010000.5	352	0.1955
C3L-00928	17	65030000.5	67090000.5	104	0.0429
C3L-00928	17	67110000.5	69510000.5	121	0.167
C3L-00928	17	69530000.5	82590000.5	647	0.0243
C3L-00928	17	82610000.5	83210000.5	31	-0.0921
C3L-00928	18	70000.5	25310000.5	944	0.1569
C3L-00928	18	25330000.5	37530000.5	609	-0.11
C3L-00928	18	37550000.5	45610000.5	402	-0.2647
C3L-00928	18	45630000.5	55910000.5	507	-0.1461
C3L-00928	18	55930000.5	56390000.5	24	-0.5341
C3L-00928	18	56410000.5	80250000.5	1188	-0.0986
C3L-00928	19	270000.5	8530000.5	408	0.1703
C3L-00928	19	8550000.5	20930000.5	616	0.058
C3L-00928	19	20950000.5	24110000.5	106	0.1895
C3L-00928	19	24130000.5	32150000.5	225	-0.0555
C3L-00928	19	32170000.5	39550000.5	365	0.1029
C3L-00928	19	39570000.5	39650000.5	5	-0.626
C3L-00928	19	39670000.5	58590000.5	928	0.0739
C3L-00928	20	70000.5	26210000.5	1292	-0.1451
C3L-00928	20	26230000.5	29270000.5	27	-0.5986
C3L-00928	20	29290000.5	31350000.5	75	-0.1944
C3L-00928	20	31370000.5	38650000.5	365	0.1053
C3L-00928	20	38670000.5	43270000.5	231	-0.0894
C3L-00928	20	43290000.5	55750000.5	622	0.0226
C3L-00928	20	55770000.5	56310000.5	28	-0.2412
C3L-00928	20	56330000.5	59810000.5	173	0.0408
C3L-00928	20	59830000.5	59930000.5	6	0.6353
C3L-00928	20	59950000.5	60170000.5	12	0.0415
C3L-00928	20	60190000.5	61550000.5	69	-0.1434
C3L-00928	20	61570000.5	64270000.5	134	0.0745
C3L-00928	21	5230000.5	17410000.5	231	-0.0407
C3L-00928	21	17450000.5	26150000.5	433	0.1052
C3L-00928	21	26170000.5	46670000.5	986	-0.0044
C3L-00928	22	10690000.5	16270000.5	44	-0.3585
C3L-00928	22	16310000.5	16850000.5	19	0.0555
C3L-00928	22	16870000.5	17070000.5	10	-0.5309
C3L-00928	22	17090000.5	17570000.5	24	-0.0667
C3L-00928	22	17590000.5	22110000.5	166	0.0654
C3L-00928	22	22150000.5	23050000.5	43	-0.2412
C3L-00928	22	23070000.5	25630000.5	125	-0.0168
C3L-00928	22	25650000.5	28490000.5	142	-0.1689
C3L-00928	22	28510000.5	32530000.5	202	0.0218
C3L-00928	22	32550000.5	35710000.5	159	-0.1877
C3L-00928	22	35730000.5	45810000.5	505	-0.0365
C3L-00928	22	45830000.5	50750000.5	244	-0.1236
C3L-00928	23	250000.5	3110000.5	133	-0.0445
C3L-00928	23	3130000.5	18230000.5	748	-0.1662
C3L-00928	23	18250000.5	20310000.5	103	0.0145
C3L-00928	23	20330000.5	21370000.5	52	-0.4116
C3L-00928	23	21390000.5	23650000.5	114	-0.1666
C3L-00928	23	23670000.5	33850000.5	504	-0.027
C3L-00928	23	33870000.5	55010000.5	1007	-0.1197
C3L-00928	23	55030000.5	68150000.5	413	-0.3567
C3L-00928	23	68170000.5	96530000.5	1261	-0.1272
C3L-00928	23	96550000.5	97550000.5	50	0.2376
C3L-00928	23	97570000.5	117950000.5	988	-0.1184
C3L-00928	23	117970000.5	120690000.5	131	0.0765
C3L-00928	23	120710000.5	123590000.5	140	-0.2428
C3L-00928	23	123610000.5	124290000.5	35	0.2237
C3L-00928	23	124310000.5	133190000.5	442	-0.1442
C3L-00928	23	133210000.5	137050000.5	180	0.0298
C3L-00928	23	137070000.5	156010000.5	901	-0.1495
C3L-00928	24	2790000.5	56870000.5	612	-0.0041
C3L-01031	1	830000.5	990000.5	8	-0.2379
C3L-01031	1	1010000.5	1370000.5	19	0.2152
C3L-01031	1	1390000.5	4750000.5	158	-0.236
C3L-01031	1	4770000.5	5350000.5	30	0.1368
C3L-01031	1	5370000.5	6010000.5	33	-0.2826
C3L-01031	1	6030000.5	6490000.5	24	0.2138
C3L-01031	1	6510000.5	7830000.5	67	-0.1903
C3L-01031	1	7850000.5	8050000.5	11	0.1923
C3L-01031	1	8070000.5	9230000.5	59	-0.2203
C3L-01031	1	9250000.5	9510000.5	14	0.2086
C3L-01031	1	9530000.5	15330000.5	268	-0.2271
C3L-01031	1	15350000.5	15530000.5	10	0.1321
C3L-01031	1	15550000.5	15990000.5	23	-0.2573
C3L-01031	1	16010000.5	16730000.5	31	0.2285
C3L-01031	1	16890000.5	17730000.5	41	-0.2506
C3L-01031	1	17750000.5	18530000.5	40	0.2495
C3L-01031	1	18550000.5	21230000.5	135	-0.2446
C3L-01031	1	21250000.5	21450000.5	11	0.1445
C3L-01031	1	21470000.5	22290000.5	42	-0.1837
C3L-01031	1	22310000.5	23050000.5	37	0.1936
C3L-01031	1	23070000.5	23310000.5	13	0.4774
C3L-01031	1	23330000.5	23390000.5	4	0.181
C3L-01031	1	23410000.5	25590000.5	109	-0.2543
C3L-01031	1	25610000.5	25770000.5	9	0.4116
C3L-01031	1	25790000.5	27950000.5	108	-0.2324
C3L-01031	1	27970000.5	28110000.5	8	0.2116
C3L-01031	1	28130000.5	28290000.5	9	-0.1873
C3L-01031	1	28310000.5	28510000.5	11	0.1905
C3L-01031	1	28530000.5	29490000.5	49	-0.246
C3L-01031	1	29510000.5	29790000.5	15	0.1604
C3L-01031	1	29810000.5	30430000.5	31	-0.2782
C3L-01031	1	30450000.5	30570000.5	7	0.1197
C3L-01031	1	30590000.5	32450000.5	92	-0.1828
C3L-01031	1	32470000.5	195850000.5	6729	0.1929
C3L-01031	1	195870000.5	196330000.5	24	0.0014
C3L-01031	1	196350000.5	248930000.5	2571	0.1951
C3L-01031	2	30000.5	63730000.5	3170	-0.0916
C3L-01031	2	63750000.5	102410000.5	1556	-0.0565
C3L-01031	2	102430000.5	233610000.5	6392	-0.0888
C3L-01031	2	233630000.5	236430000.5	141	-0.2454
C3L-01031	2	236450000.5	242110000.5	280	-0.0945
C3L-01031	3	30000.5	17010000.5	846	-0.0542
C3L-01031	3	17030000.5	24150000.5	353	-0.1537
C3L-01031	3	24170000.5	24670000.5	26	0.0976
C3L-01031	3	24690000.5	49030000.5	1215	-0.1376
C3L-01031	3	49050000.5	49690000.5	32	0.2289
C3L-01031	3	49710000.5	87930000.5	1904	-0.1343
C3L-01031	3	87950000.5	142310000.5	2552	-0.0169
C3L-01031	3	142330000.5	142750000.5	21	0.2218
C3L-01031	3	142770000.5	169370000.5	1327	-0.0021
C3L-01031	3	169390000.5	198130000.5	1422	0.0356
C3L-01031	4	50000.5	1570000.5	73	0.0392
C3L-01031	4	1590000.5	1850000.5	14	0.2589
C3L-01031	4	1870000.5	25470000.5	1159	-0.0059
C3L-01031	4	25490000.5	29190000.5	185	-0.1065
C3L-01031	4	29210000.5	190010000.5	7850	-0.0152
C3L-01031	5	30000.5	181290000.5	8657	0.1971
C3L-01031	6	170000.5	64310000.5	3043	-0.0747
C3L-01031	6	64330000.5	170590000.5	5276	-0.2417
C3L-01031	7	50000.5	117230000.5	5407	0.1725
C3L-01031	7	117250000.5	159310000.5	2056	0.0939
C3L-01031	8	250000.5	145070000.5	6956	-0.0107
C3L-01031	9	210000.5	6450000.5	309	-0.2517
C3L-01031	9	6470000.5	15290000.5	441	-0.8999
C3L-01031	9	15310000.5	21610000.5	312	-0.2562
C3L-01031	9	21630000.5	22450000.5	42	-0.9416
C3L-01031	9	22470000.5	138170000.5	4301	-0.2423
C3L-01031	10	70000.5	133610000.5	6358	0.003
C3L-01031	11	210000.5	48370000.5	2384	0.0482
C3L-01031	11	48390000.5	56410000.5	146	-0.0352
C3L-01031	11	56430000.5	116390000.5	2946	0.0488
C3L-01031	11	116410000.5	135050000.5	932	0.1249
C3L-01031	12	50000.5	34370000.5	1697	0.2784
C3L-01031	12	34390000.5	133250000.5	4742	0.1036
C3L-01031	13	18210000.5	53770000.5	1741	0.2701
C3L-01031	13	53790000.5	70590000.5	835	0.2296
C3L-01031	13	70610000.5	114350000.5	2163	0.2763
C3L-01031	14	16090000.5	47970000.5	1409	-0.0949
C3L-01031	14	47990000.5	48530000.5	28	-0.6498
C3L-01031	14	48550000.5	105910000.5	2853	-0.0897
C3L-01031	14	105930000.5	106870000.5	48	-0.2011
C3L-01031	15	17030000.5	98350000.5	3664	-0.2151
C3L-01031	15	98370000.5	98770000.5	21	0.1428
C3L-01031	15	98790000.5	101850000.5	152	-0.1997
C3L-01031	16	30000.5	58090000.5	2081	0.0454
C3L-01031	16	58110000.5	58270000.5	9	0.3896
C3L-01031	16	58290000.5	90090000.5	1561	0.0542
C3L-01031	17	150000.5	21870000.5	1020	-0.2355
C3L-01031	17	21890000.5	21970000.5	5	-0.6692
C3L-01031	17	22050000.5	26630000.5	24	-0.2725
C3L-01031	17	26650000.5	39010000.5	572	0.0392
C3L-01031	17	39030000.5	40890000.5	93	-0.0368
C3L-01031	17	40910000.5	43390000.5	122	-0.1363
C3L-01031	17	43410000.5	45870000.5	117	-0.0158
C3L-01031	17	45890000.5	46150000.5	14	-0.2108
C3L-01031	17	46170000.5	51010000.5	216	0.0407
C3L-01031	17	51030000.5	52130000.5	56	-0.0933
C3L-01031	17	52150000.5	83210000.5	1530	-0.2308
C3L-01031	18	70000.5	4410000.5	216	0.3359
C3L-01031	18	4430000.5	8210000.5	189	0.2318
C3L-01031	18	8230000.5	15190000.5	323	0.3041
C3L-01031	18	20970000.5	21430000.5	24	0.5844
C3L-01031	18	21450000.5	22530000.5	54	0.7916
C3L-01031	18	22550000.5	24810000.5	113	0.6039
C3L-01031	18	24830000.5	25870000.5	53	0.4227
C3L-01031	18	25890000.5	80250000.5	2702	-0.5347
C3L-01031	19	270000.5	15990000.5	777	-0.0676
C3L-01031	19	16010000.5	16710000.5	36	0.1828
C3L-01031	19	16730000.5	33730000.5	621	-0.0198
C3L-01031	19	33750000.5	42670000.5	440	0.1097
C3L-01031	19	42690000.5	43030000.5	18	-0.0918
C3L-01031	19	43050000.5	43470000.5	21	0.0726
C3L-01031	19	43490000.5	58590000.5	740	0.1795
C3L-01031	20	70000.5	22070000.5	1096	-0.2531
C3L-01031	20	22090000.5	26190000.5	195	0.4325
C3L-01031	20	26210000.5	38190000.5	445	0.3201
C3L-01031	20	38210000.5	42230000.5	202	0.4376
C3L-01031	20	42250000.5	55310000.5	652	0.3835
C3L-01031	20	55330000.5	56990000.5	84	0.2774
C3L-01031	20	57010000.5	58430000.5	70	0.4641
C3L-01031	20	58450000.5	61690000.5	163	0.3288
C3L-01031	20	61710000.5	64270000.5	127	0.4178
C3L-01031	21	5230000.5	9730000.5	24	0.0967
C3L-01031	21	9750000.5	46670000.5	1626	-0.103
C3L-01031	22	10690000.5	18150000.5	125	-0.1787
C3L-01031	22	18890000.5	30350000.5	541	-0.0686
C3L-01031	22	30370000.5	50750000.5	1017	-0.1418
C3L-01031	23	250000.5	6730000.5	308	-0.0379
