Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	C3L-00017	C3N-01719	C3N-01900	C3N-01907	C3N-01997	C3N-01998	C3N-02010	C3N-02295	C3N-02573	C3N-02579	C3N-02585	C3N-02589	C3L-00640	C3L-00819	C3L-00881	C3L-00928	C3L-01031	C3N-02592	C3N-02768	C3N-02940	C3N-02944	C3N-02971	C3N-02998	C3N-03000	C3N-03006	C3N-03007	C3N-03039	C3N-03061	C3N-03069	C3N-03086	C3N-03173	C3N-03190	C3N-03211	C3N-03426	C3N-03428	C3N-03430	C3N-03439	C3N-03440	C3N-03665	C3N-03666	C3N-03670	C3N-03754	C3N-03780	C3N-03839	C3N-03840	C3N-03853	C3N-03884	C3N-04119	C3N-04126	C3N-04282	C3N-04283	C3N-04284	C3L-01036	C3L-01037	C3L-01051	C3L-01052	C3L-01053	C3L-00102	C3L-00189	C3L-00277	C3L-00401	C3L-01054	C3L-01124	C3L-01328	C3L-01453	C3L-01598	C3L-01637	C3L-01662	C3L-01687	C3L-01689	C3L-01703	C3L-01971	C3L-02109	C3L-02112	C3L-02115	C3L-02116	C3L-02118	C3L-02463	C3L-02604	C3L-02606	C3L-02610	C3L-02613	C3L-02701	C3L-02809	C3L-02890	C3L-02897	C3L-02899	C3L-03123	C3L-03129	C3L-03356	C3L-03371	C3L-03388	C3L-03394	C3L-03395	C3L-03628	C3L-03630	C3L-03632	C3L-03635	C3L-03639	C3L-03743	C3L-00589	C3L-00598	C3L-00599	C3L-00622	C3L-00625	C3L-04027	C3L-04072	C3L-04080	C3L-04473	C3L-04475	C3L-04479	C3L-04495	C3L-04848	C3L-04853	C3N-00198	C3N-00249	C3N-00302	C3N-00303	C3N-00436	C3N-00511	C3N-00512	C3N-00513	C3N-00514	C3N-00516	C3N-00517	C3N-00518	C3N-00709	C3N-00957	C3N-01011	C3N-01012	C3N-01165	C3N-01166	C3N-01167	C3N-01168	C3N-01375	C3N-01379	C3N-01380	C3N-01381	C3N-01382	C3N-01383	C3N-01388	C3N-01502	C3N-01714	C3N-01715	C3N-01716	
Deletion Peak 32	22q13.33	chr22:41230002-50818468(probes 261236:262098)    	chr22:50080002-50818468(probes 262034:262098)    	chr22:46390002-50818468(probes 261712:262098)    	0.063587	   0.082642		0: t>-0.3; 1: -0.3>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak 33	Xp22.33 	chrX:1-150910000(probes 262099:276373)             	chrX:260002-2770000(probes 262101:262345)            	chrX:1-2830000(probes 262099:262349)                 	0.025441	   0.025441		0: t>-0.3; 1: -0.3>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
Deletion Peak 34	Yq11.221	chrY:8770002-20530000(probes 277462:278533)        	chrY:12680002-12880000(probes 277762:277776)      	chrY:12690002-12900000(probes 277763:277778)      	0.014623	   0.014623		0: t>-0.3; 1: -0.3>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	
Amplification Peak  1 - CN values	1p36.13 	chr1:19070002-19210000(probes 1697:1705)          	chr1:19090002-19190000(probes 1698:1704)          	chr1:19070002-19250000(probes 1697:1708)          	0.0011278	   0.014294		Actual Copy Change Given	0.12889	0.0055529	-0.0023553	-0.016292	-0.023292	0.74309	-0.057654	-0.094196	0.0030522	-0.38156	-0.33052	-0.15962	1.2644	-0.24509	-0.058193	0.32398	-0.29933	-0.1272	-0.26516	-0.097232	0	0.00458	-0.085192	-0.11208	-0.066788	0	1.3079	-0.1431	-0.1665	-0.017529	-0.023566	-0.15579	-0.0081624	-0.0026322	-0.0011087	-0.0037395	0.010006	0.021744	-0.27929	-0.16764	-0.0016629	0.072109	0.0066653	0.0033299	-0.2292	0.037359	0	0.021043	0	-0.050235	0	-0.057385	-0.24363	-0.026988	-0.16955	-0.030131	0.01447	-0.029994	1.4369	-0.40904	0.00041593	-0.091023	-0.053071	1.1985	0	0.0058309	0.0070826	-0.018902	0.01433	0.03863	-0.18043	-0.029857	0.80772	-0.046854	0.023566	0.41731	-0.015879	0.028622	0.049682	0.02539	-0.013127	0.076998	-0.079609	-0.0078863	-0.042381	-0.21515	-0.1665	0	0.031999	0.034254	-0.028765	-0.0020784	0	-0.058596	0.014609	0	-0.0038779	-0.18785	0.33173	-0.019726	0.14459	-0.41652	-0.0056757	-0.14155	-0.23545	-0.0008316	0	-0.17449	0.029747	-0.18974	-0.17601	-0.028628	-0.0023553	0.13051	-0.043195	0.12918	-0.34893	0.026654	-0.0018014	0.36297	-0.0033243	0.004719	1.2707	-0.063569	0.0079175	-0.15515	-0.24958	-0.0098185	-0.051586	-0.011749	-0.0031859	0.0034687	-0.33756	-0.091816	0.94895	0.12859	0.21422	-0.17107	-0.084661	0.056085	0.27222	0.027216	0.024969	0.77541	-0.39018	
Amplification Peak  2 - CN values	1p34.3  	chr1:37330002-42800000(probes 3413:3933)          	chr1:39130002-39490000(probes 3585:3616)          	chr1:38850002-41660000(probes 3559:3823)          	0.018117	   0.028858		Actual Copy Change Given	-0.070804	0.0055529	-0.0023553	-0.016292	-0.023292	0.0019418	-0.057654	-0.094196	0.0030522	0.0086135	0.046984	0.0038854	0.10468	0.674	0.09827	0.88986	0.30314	-0.1272	-0.26516	-0.097232	0	0.00458	0.071966	-0.11208	-0.066788	0	0.038206	-0.1431	0.13362	-0.017529	-0.023566	-0.15579	-0.0081624	-0.0026322	-0.0011087	-0.0037395	0.010006	0.021744	0.95611	-0.16764	-0.0016629	0.072109	0.0066653	0.0033299	0.60774	1.1221	0	0.021043	0	-0.050235	0	-0.057385	-0.12668	-0.026988	-0.12161	0.050534	0.01447	-0.029994	0.037782	0.49649	0.0086135	0.008892	-0.053071	0.023426	0	0.0058309	0.0070826	-0.018902	0.01433	2.6534	-0.18043	-0.029857	0.086666	0.0087528	0.023566	-0.024935	-0.015879	0.028622	-0.010232	0.04883	-0.013127	0.09827	-0.079609	-0.0078863	-0.042381	0.0058309	-0.1665	0	0.031999	0.034254	-0.028765	-0.0020784	0	-0.058596	0.46417	0	-0.0038779	-0.18785	0.33173	-0.019726	-0.039258	-0.0020784	-0.0056757	0.065799	-0.23545	-0.0008316	0	-0.17449	0.029747	-0.0040162	-0.042788	-0.028628	-0.0023553	0.13051	-0.043195	0.032845	0.090865	0.031436	0.0023581	0.032563	-0.0033243	0.004719	0.023426	-0.063569	0.0079175	-0.15515	-0.24958	-0.0098185	-0.051586	-0.011749	-0.0031859	0.0034687	0.0026357	-0.091816	0.01447	0.024829	0.095363	-0.17107	0.088113	0.056085	0.80831	0.026935	0.024969	0.063652	0.011121	
Amplification Peak  3 - CN values	1p21.1  	chr1:102850002-103050000(probes 9776:9790)      	chr1:102870002-103030000(probes 9777:9789)      	chr1:102870002-103090000(probes 9777:9793)      	0.00079756	   0.010535		Actual Copy Change Given	-0.070804	0.0055529	-0.0023553	-0.016292	-0.023292	0.0019418	-0.057654	-0.094196	0.0030522	0.0086135	0.040326	0.0038854	-0.0034627	-0.25998	-0.0084385	1.5714	0.30314	-0.1272	-0.26516	-0.097232	0	0.032986	0.071966	-0.11208	-0.066788	0	0.038206	-0.1431	-0.068529	-0.017529	-0.039258	-0.15579	-0.0081624	-0.0026322	-0.0011087	-0.0037395	0.010006	0.021744	-0.0048461	-0.16764	-0.0016629	0.049114	0.0066653	0.0033299	-0.00041585	0.0093098	0	0.021043	0	0.0056919	0	-0.057385	-0.12668	-0.026988	-0.12408	0.006109	0.01447	-0.029994	1.4851	0.77252	0.0022193	0.008892	-0.053071	0.023426	0	0.0058309	0.0070826	-0.018902	0.01433	0.0095883	-0.18043	-0.029857	0.023847	0.0087528	0.0052749	-0.2154	-0.15413	0.028622	-0.010232	-0.0018014	-0.015329	0.076854	-0.079609	-0.0078863	-0.042381	0.0058309	-0.1665	0	0.031999	0.034254	-0.028765	-0.0020784	0	-0.058596	-0.0020784	0.018803	-0.0038779	-0.18785	-0.036538	-0.019726	-0.03395	-0.028765	-0.0056757	0.039478	1.7787	-0.0008316	0	-0.0071958	0.029747	-0.0040162	0.037217	-0.028628	-0.0023553	0.13051	-0.043195	-0.40008	0.10293	-0.21528	0.0023581	0.032563	-0.0033243	0.004719	1.5546	-0.063569	0.0079175	-0.042788	-0.24958	-0.0098185	-0.051586	-0.011749	-0.0031859	0.0034687	0.097833	-0.22379	0.01447	-0.031359	1.4274	-0.0087146	0.0083351	0.0075	-0.14798	-0.079742	0.7951	1.0536	0.011121	
Amplification Peak  4 - CN values	1q23.1  	chr1:158570002-158710000(probes 12536:12544)    	chr1:158590002-158690000(probes 12537:12543)    	chr1:158570002-158780000(probes 12536:12550)    	7.2834e-10	 8.6279e-05		Actual Copy Change Given	0.55708	0.0055529	-0.0023553	-0.17234	0.072971	0.14846	-0.057654	0.02539	0.0030522	0.37331	0.040326	0.32818	0.49649	0.018663	-0.031496	-0.051586	0.30314	0.2523	-0.010784	0.2484	0	0.22638	0.071966	0.082332	0.38816	0	0.598	0.1661	0.41848	0.52503	-1.2929	0.12579	0.23194	0.23814	0.10293	-0.0037395	0.54488	0.021744	3.6569	0.44782	-0.0016629	0.049114	0.0066653	0.0033299	0.26514	2.779	0	0.021043	0	0.0056919	0	0.23488	0.10658	-0.026988	0.063366	0.006109	0.045424	0.021744	2.0329	0.89568	-0.12642	0.19801	-0.053071	0.36362	0	-0.0040162	0.30553	0.29931	0.01433	0.018383	0.0026357	-0.029857	0.29565	0.0087528	0.00027728	0.23923	0.15891	0.036229	-0.010232	0.0066653	-0.012713	0.19178	0.24249	-0.0078863	-0.042381	0.2176	-1.2929	0.012795	0.031999	0.034254	-0.028765	0.39944	0	0.23365	-0.0020784	0.018803	-0.0038779	0.053521	0.31755	-0.019726	0.22947	-0.068127	0.43919	0.039478	2.2889	-0.0008316	0	0.29421	0.029747	-0.0040162	-0.11652	-0.028628	0.21729	0.13051	0.070386	0.36313	0.10293	-0.021098	0.0023581	2.1704	-0.0033243	0.11785	1.6402	0.43564	0.0079175	3.5289	-0.0067813	-0.0098185	0.086377	-0.080141	-0.0031859	0.0034687	0.23071	0.32979	1.4493	-0.085988	0.11067	0.025671	-0.005814	0.0075	0.29247	0.12889	0.027919	0.059794	0.011121	
Amplification Peak  5 - CN values	1q31.1  	chr1:185950002-186150000(probes 15208:15221)    	chr1:185990002-186130000(probes 15210:15220)    	chr1:185890002-186510000(probes 15204:15251)    	4.3378e-08	 4.9865e-06		Actual Copy Change Given	0.55708	0.0055529	-0.0023553	-0.83494	0.072971	0.14846	-0.057654	-0.75409	0.0030522	0.37331	0.040326	0.32818	0.43041	0.35528	0.086522	0.68515	0.30314	0.2523	-0.0062286	0.2484	0	0.22638	0.071966	0.082332	0.38816	0	0.598	0.1661	0.41848	0.52503	-1.1448	0.12579	0.23194	0.23814	0.10293	-0.0037395	-0.0019399	0.021744	1.3844	0.44782	-0.0016629	0.23272	0.0066653	0.0033299	0.26514	1.7916	0	0.021043	0	0.0056919	0	0.23488	0.11668	-0.026988	0.1114	0.006109	0.64726	0.021744	0.035383	0.073833	-0.024388	0.19801	-1.2426	1.3821	0	-0.0040162	-0.0026322	0.29931	0.01433	0.018383	0.0026357	-0.029857	0.29565	0.0087528	0.00027728	0.23923	0.15891	0.036229	-0.010232	0.059508	-0.012713	0.099724	-0.11743	-0.0078863	-0.84507	0.2176	-0.13419	0.012795	0.031999	0.034254	-0.72491	0.39944	0	0.23365	-0.0020784	0.018803	-0.0038779	-0.094988	0.31755	-0.019726	0.33853	0.015866	2.0957	0.85087	0.98908	-0.0008316	0.14474	0.29421	0.029747	-0.0040162	-0.11652	-0.028628	0.21729	0.13051	0.24016	0.50047	0.10293	-0.021098	0.0023581	0.047978	-0.0033243	1.445	1.0266	1.4615	0.0079175	1.6256	-0.0067813	-0.0098185	0.086377	-0.79503	-0.0031859	0.0034687	0.23071	1.43	0.95713	0.07743	0.55638	0.025671	0.023145	0.0075	0.29247	0.12889	0.5917	0.77656	0.011121	
Amplification Peak  6 - CN values	2q31.2  	chr2:178590002-178700000(probes 38511:38517)    	chr2:178610002-178690000(probes 38512:38516)    	chr2:178430002-178890000(probes 38500:38528)    	2.8067e-34	 2.9253e-34		Actual Copy Change Given	0.0098669	0.0062481	-1.1508	-1.2929	1.6574	0.70457	0.033127	-1.1545	0.0076392	0.0016642	0.0020805	0.00097064	1.5766	0.049256	0.0087528	1.2036	-0.10539	0.12417	0.01433	0.020063	-1.2929	0.052383	0.017404	0.40494	0.17196	0.23566	0	-0.01904	0.37446	-0.0024938	-1.2929	0.073546	0.0043021	0.0062481	0	0.01447	0.006109	-0.0059522	0.28612	0	0.015168	-1.2929	0	0	0.016565	0.12358	0.0040243	0.014888	0.013772	-0.03681	0.0049969	-0.015191	0.011539	0	-0.069867	0.0049969	0.93549	0.058652	1.6683	2.5856	0.0081959	0.08392	-1.2929	0.64249	0.027778	0	0.058367	0.14176	-0.02603	-0.62789	0.018243	0.79336	2.2079	1.2156	0.53309	0.73872	1.1804	1.9367	0.0038854	1.3198	0.89207	0.91986	0.20412	0.24466	0.065799	0	-1.2688	0.262	0.0048579	0.020903	0.0022193	0	0.00597	0.0114	0.0033299	0.019503	-0.00069303	-1.2929	0	-0.0038779	0.11096	0	2.2531	1.5973	2.6473	-0.0027707	0.022164	0.052525	0.065226	0.018523	-1.2929	0.019363	0.15666	0.11741	0.096234	-0.38392	1.05	0.032563	-0.0015243	1.4805	0.033267	2.3193	2.0142	1.7989	0.93264	3.1648	-1.2929	-0.0081624	0.023847	0.022585	0.037076	0.013772	0.22684	0.093911	2.8272	0.019923	1.5418	0.047694	0.033127	0	0.85344	1.0502	1.4562	2.6547	0	
Amplification Peak  7 - CN values	2q32.3  	chr2:192960002-195360000(probes 39913:40139)    	chr2:194270002-194390000(probes 40042:40049)    	chr2:194270002-194420000(probes 40042:40052)    	0.11729	    0.12571		Actual Copy Change Given	0.0098669	0.0062481	0.024127	0.012934	0.071678	0	0.033127	-0.0055375	0.0076392	0.0016642	0.0020805	0.00097064	0.050819	0.049256	0.0087528	0.082765	-0.10539	0.12417	0.01433	0.020063	0.0065262	0.052383	0.017404	0.40494	0.17196	0.23566	0	-0.01904	0.0019418	0.7166	-0.023155	3.6569	0.0043021	0.0062481	0	0.01447	-0.0081624	-0.0059522	0.28612	0	0.015168	-0.034904	0	0	0.016565	0.12358	0.0040243	0.018803	0.013772	-0.03681	0.0049969	-0.015191	0.011539	0	-0.069867	0.0049969	0.028763	0.22684	0.076854	-0.17828	0.0081959	0.08392	0.015028	-0.0078863	0.027778	0	0.058367	0.14176	-0.02603	0.024829	0.018243	0	0.28438	0.012376	0.0114	0.015028	0	-0.0008316	0.0038854	0.11301	0.17226	0.093766	0.20412	0.24466	0.065799	0	0.0073609	0.30074	0.0048579	0.020903	0.0022193	0	0.00597	0.0114	0.0033299	0.019503	-0.00069303	0.18874	0	0.031436	0.11096	0	-0.43387	0.075703	0.035383	-0.0027707	0.022164	0.052525	0.065226	0.018523	0	0.019363	0.15666	0.11741	0.096234	0.19466	0.0063871	0.032563	-0.0015243	0.0043021	0.033267	0.027076	-0.27715	0.093475	0.00083195	0	-0.021784	-0.0081624	0.023847	0.5962	0.037076	0.013772	0.22684	0.093911	0.006109	0.019923	0.0416	0.047694	0.033127	0	0.010146	0.021323	0.050534	0.030169	0	
Amplification Peak  8 - CN values	3p11.1  	chr3:90590002-91310000(probes 53471:53478)        	chr3:90610002-90690000(probes 53472:53474)        	chr3:90610002-91340000(probes 53472:53480)        	0.083678	   0.083678		Actual Copy Change Given	-0.0023553	0.020343	0.016565	0.27411	-0.11874	-0.62159	0.0019418	0.013911	0.0058309	0.010006	-1.2662	-0.3617	-1.2118	-0.3782	0.0051359	-0.73038	-0.0085766	-0.1126	0.17211	-0.013953	0.035947	0.19193	0.0015255	-0.31073	-0.09644	-0.078677	-0.78808	-0.15592	-0.15822	0	0.041175	0.069812	-0.01409	-0.21898	0.0040243	-0.01037	3.6569	0.0073609	-0.26011	-0.21688	0.0012481	0.3382	-1.1683	-1.2929	0.080168	-0.00069303	0.036229	0.0063871	0.0024969	0.26043	-0.011887	0.038489	0.63171	0.00069327	-0.33526	-0.03054	-0.32368	-0.071205	-0.0060904	-0.025346	-0.69378	0.71227	-0.12772	0	0.0086135	-0.17411	0.003191	-0.33433	-0.11965	0.0044411	-0.28952	0.14741	-0.55096	0.00041593	-0.41278	-0.32565	0.1382	-0.21107	-1.0419	-0.59633	0.039337	0.15816	-0.12616	0.003191	-0.032587	0.010006	0.032281	-1.2929	0	-0.099472	0	0.010703	0.011539	0	0.012237	0.00041593	-0.005261	0.11257	-0.039801	0.22129	-0.42265	-0.80294	-0.090758	-0.68058	-0.078011	0.0083351	0.20824	0.0075	0.023847	0.0080567	0.26326	0.011539	-1.1608	-0.13355	-0.81409	-0.85654	0.65885	-0.97573	0.0011093	0.015587	0.012795	-0.82334	-0.90404	0.12845	-0.00069303	0.0049969	0.032281	0.15651	0	-0.035448	0.030873	0.0022193	-0.019177	-0.098286	-0.051181	-0.89227	-1.1049	-0.21144	-0.71087	0.0012481	0.035947	-0.086916	-0.69468	-0.070402	0.008892	
Amplification Peak  9 - CN values	3q12.2  	chr3:100720002-100910000(probes 54166:54178)    	chr3:100770002-100850000(probes 54170:54174)    	chr3:100730002-100950000(probes 54167:54181)    	8.7207e-05	  0.0029522		Actual Copy Change Given	-0.0023553	0.020343	0.016565	0	0.054803	0.17694	0.0019418	0.013911	0.0058309	0.010006	-0.0069195	-0.14657	0.011679	0.22299	0.0051359	0.18813	-0.0085766	0.12977	0.17211	-0.013953	0.035947	0.19193	0.0015255	0.1136	-0.09644	0.089851	0.0020805	-0.15592	-0.15822	0	0.041175	0.069812	-0.01409	0.0087528	0.0040243	0.18813	0.017684	0.0073609	0.068665	0.32576	0.0012481	0.3382	0.0011093	0.019643	0.080168	-0.00069303	0.036229	0.0063871	0.0024969	0.26043	-0.011887	0.038489	0.0079175	0.00069327	-0.0832	0.040326	0.015727	-0.071205	1.6366	-0.025346	0.026092	-0.0030475	-0.12772	0	0.0086135	-0.0092666	0.003191	0.20595	0.12505	0.0044411	-0.0078863	0.14741	-0.018353	0.00041593	0	0.0052749	0.1382	0.018803	0.042307	0.015308	0.039337	0.15816	-0.12616	0.003191	-0.032587	0.010006	0.032281	0.012097	0	-0.099472	0	0.010703	0.011539	0	0.012237	0.00041593	-0.005261	0.11257	-0.039801	0.22129	0.14474	0.0013868	1.4143	1.3394	1.3392	0.0083351	0.20824	0.0075	0.023847	0.0080567	-0.10723	0.011539	0.12182	-0.13355	0.06537	0.044148	-0.11691	0.026935	0.0011093	0.015587	0.012795	1.1039	1.6271	0.12845	-0.00069303	0.29278	0.032281	0.15651	0	-0.035448	0.030873	0.0022193	-0.019177	0.99758	1.4519	-0.01106	0.037641	0.21407	0.0070826	0.0012481	0.035947	0.017544	0.16805	1.3545	0.008892	
Amplification Peak 10 - CN values	3q26.1  	chr3:164950002-165110000(probes 60447:60457)    	chr3:164970002-165090000(probes 60448:60456)    	chr3:164950002-165140000(probes 60447:60460)    	1.0689e-05	  0.0007638		Actual Copy Change Given	-0.0023553	0.020343	0.016565	0	0.054803	0.17694	-0.029038	0.013911	0.0058309	0.010006	-0.0069195	-0.030267	0.026795	0.22299	0.0051359	0.18813	0.011958	0.12977	-0.0037395	-0.013953	0.035947	0.19193	0.0015255	-0.17234	-0.09644	0.089851	0.0020805	-0.15592	0.12079	0	0.041175	0.069812	-0.01409	0.0087528	0.0040243	0.18813	0.017684	0.0073609	0.068665	0.32576	0.0012481	0.3382	0.0011093	-0.0008316	0.080168	-0.00069303	0.036229	0.0063871	0.0024969	0.26043	-0.011887	0.038489	0.0079175	0.00069327	0.45615	0.040326	0.015727	-0.013815	0.019923	0.42301	0.035242	0.088692	0.19558	0	0.0086135	-0.0092666	0.003191	0.20595	0.12505	0.38419	-0.0078863	0.14741	0.020903	0.00041593	0	0.013213	0.82431	0.019503	0.0023581	0.015308	0.039337	1.4221	0.0043021	0.003191	-0.032587	0.010006	0.032281	0.012097	0	0.16415	0	0.010703	0.011539	0	-0.0070576	0.00041593	-0.005261	0.026373	-0.039801	0.22129	0.14474	0.0013868	0.12373	1.7249	0.019923	0.0083351	0.20824	0.017124	0.023847	0.0080567	0.0068044	0.011539	0.12182	0.11902	0.086377	0.075847	0.86275	0.026935	0.0011093	0.015587	0.012795	-0.019177	1.9842	0.12845	-0.00069303	0.0063871	0.068235	0.15651	0	-0.035448	0.030873	0.0022193	-0.019177	0.1158	2.637	0.028622	1.6741	0.21407	0.0070826	0.0012481	0.035947	0.017544	0.17317	1.1835	0.008892	
Amplification Peak 11 - CN values	4p16.1  	chr4:9130002-9390000(probes 64587:64593)            	chr4:9150002-9370000(probes 64588:64592)            	chr4:9130002-9440000(probes 64587:64597)            	6.1118e-05	 6.1118e-05		Actual Copy Change Given	-0.02562	-0.022332	0.0375	0.036088	-0.031086	0.8296	-0.033269	0.03031	-0.0022168	0.0065262	-0.012989	-0.032587	-0.032723	0.087824	-0.045093	0.024127	0.0066653	0.028622	-0.22047	0.0054139	0.05637	-0.0077482	-0.0045695	-0.19487	-0.0037395	-0.0078863	0.0083351	-0.1517	0.074121	0.0011093	0.11374	-0.0030475	-0.0123	0.014749	-0.029721	-0.010922	0	-0.019177	-0.018216	0.0073609	-0.011473	-0.20261	0.0020805	-0.0099565	-0.0055375	-0.015604	0.05908	-0.0029091	0.0036076	0.14013	0.037217	-0.0078863	-0.020961	0.0038854	-0.057924	-0.033132	0	-0.065045	-0.034223	-0.025209	-0.059538	-0.096044	-0.10762	-0.044957	-0.059135	-0.0012473	-0.042245	-0.071606	0.0029133	1.0009	0.014609	-0.049019	-0.038578	1.1414	-0.033541	-0.1109	-0.025483	1.301	0	0.93488	-0.2292	-0.070269	0.0066653	-0.01409	0	-0.19149	0.037217	-0.030267	-0.027535	-0.13044	0.039902	-0.2965	-0.005814	-0.011335	0.0055529	0.012237	0.0055529	0.15756	0.32721	0.19908	-0.2744	0.0098669	-0.068663	-0.076812	-0.037354	0.021183	-0.27583	-0.015054	0.0062481	0.069239	-0.0029091	0.036653	0	-0.00097017	-0.12836	1.1707	0.071248	-0.079742	-0.00013862	-0.44717	-0.077611	0	-0.050641	1.1994	-0.056307	-0.054151	-0.21923	-0.049154	-0.076945	0.071391	-0.04428	-0.037898	0.11961	0.0034687	-0.14926	-0.15388	0.0040243	-0.18735	-0.078943	1.3427	-0.088639	-0.061152	1.3762	1.8211	-0.067726	
Amplification Peak 12 - CN values	4q27    	chr4:122150002-122380000(probes 75456:75473)    	chr4:122170002-122350000(probes 75457:75471)    	chr4:122170002-122400000(probes 75457:75475)    	0.04831	    0.04831		Actual Copy Change Given	-0.02562	-0.022332	0.0375	0.036088	-0.11168	-0.031632	0	0.03031	-0.0022168	0.0065262	-0.0067813	-0.032587	0.031155	-0.011473	0.016146	-0.11861	-0.0062286	0.028622	-0.22047	0.0054139	-0.14605	-0.14181	-0.0045695	-0.19487	-0.0037395	-0.0078863	0.0083351	0.0052749	-0.35601	0.0011093	0.034959	-0.0030475	-0.0123	0.014749	-0.029721	-0.010922	0	-0.019177	-0.018216	0.0073609	-0.011473	-0.20261	0.0020805	-0.0099565	0.023286	-0.35179	-0.00013862	-0.0029091	0.0036076	0.14013	0.037217	-0.0078863	-0.020961	0.0038854	-0.044957	-0.033132	0	0.031859	0.074696	-0.025209	0.054091	-0.0077482	-0.10762	0.013074	0.0073609	-0.0012473	0.03369	0	0.0029133	-0.0012473	0.014609	0.33238	-0.005814	-0.0015243	0.015447	0.001803	-0.013953	-0.0026322	0	-0.10684	-0.2292	-0.59292	0.0066653	-0.01409	0	-0.19149	0.037217	-0.030267	-0.027535	-0.13044	0.039902	-0.2965	-0.005814	-0.011335	0.0055529	0.012237	0.0055529	-0.039937	-0.022881	-0.069867	-0.096968	0.0098669	0.11624	0.028341	1.2219	0.021183	-0.2738	-0.015054	0	0.069239	0.048688	0.036653	0	-0.00097017	-0.016292	-0.35772	-0.25164	0.042874	0.013353	0.028622	0.0095883	0	1.0921	0	-0.056307	-0.00027724	-0.23557	0.0041632	-0.00097017	0.035383	0.017963	0.013353	-0.33029	-0.025893	2.4263	0.013632	-0.12564	-0.18735	0.018523	0.0084743	-0.11208	0.69297	-0.057654	0.85482	0.0034687	
Amplification Peak 13 - CN values	5p13.2  	chr5:1000002-45820000(probes 82238:86585)          	chr5:36930002-37530000(probes 85722:85778)        	chr5:36930002-37570000(probes 85722:85781)        	0.17513	    0.17513		Actual Copy Change Given	0.013074	0.019923	0.015168	-0.00027724	-0.028765	0.0097276	0.017124	0.015866	0.026373	0.076279	-0.01037	0.017824	-0.020138	-0.10289	0.010703	-0.015054	0.30985	-0.12772	0	0.17498	0.013772	-0.0067813	0.0049969	0.23334	0.24156	0.0097276	-0.18458	0	-0.049424	0.0038854	0.067518	-0.24107	-0.0026322	0.23814	-0.025072	0.0022193	0.015308	-0.0087146	-0.014916	-0.16929	-0.0070576	0.18056	0.0024969	-0.015466	0	0.72244	0.0087528	0	0.0026357	-0.19512	0.0049969	0	0.013353	0.029466	0.07484	0	0.09188	0.019783	-0.0011087	0.10235	-0.00041585	0.0036076	0.062223	0.12388	0.0013868	0.0016642	0.032563	-0.0067813	0.010842	0.020903	-0.00027724	0.11492	0.62861	-0.00027724	-0.0041546	-0.00013862	-0.17284	0.019083	0.0114	0.52433	0.032704	0.8206	-0.019314	0.24669	-0.0077482	0.011121	0.018383	0.021183	-0.0022168	-0.013264	0.001803	0.37199	-0.0022168	-0.01106	0.0058309	-0.0023553	0.096525	0	3.3919	0.18147	-0.055903	0.045566	-0.059269	0	0	0	0.21883	0.011818	-0.044822	0.017264	0.038347	-0.058866	0.45445	0	0.02525	0.12609	0.10877	-0.019177	0.0043021	-0.00041585	-0.0099565	-0.033132	0.035242	-0.13871	0.0049969	0.15293	0.0114	0.067088	-0.022058	0.011958	0.0048579	0	0	0.019223	0.013632	0.024408	0.032563	-0.15733	0.0090312	-0.00097017	-0.044144	-0.080674	0.16535	0.014051	0.0069435	
